,index,Country Code,Year,Country Name,CDP_City,CDP_TotalEmissions,CDP_Longitude,CDP_Latitude,OWID_iso_code,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,OWID_population,OWID_gdp,GINI_GINI,POP_Population,GDP_GDP,HDI_HDI Rank,HDI_HDI
84,84,AUS,2018,Australia,Canberra,3887900.0,149.124,-35.3075,AUS,415.954,0.206,0.857,378.922,-37.031,-8.902999999999997,16.706,15.219,1.142,17770.925,1.099,,,,2.942,169.265,17.267,79.43,143.15,3.899,0.118,6.797999999999999,0.6940000000000001,3.19,5.749,0.157,1.158,1.168,1.061,4.02,0.194,9874.001,5444.741,1910.549,254.109,185.504,1.3030000000000002,0.958,0.83,1.526,0.463,,,,,,,,,,24898000.0,,,86.012,80.9,8.0,0.943
85,85,AUS,2019,Australia,Canberra,3367500.0,149.124,-35.3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.124,80.9,,
86,86,AUS,2017,Australia,Hobart,338925.0,147.281,-42.8901,AUS,415.097,0.989,4.066,388.634,-26.463,-6.375,16.884,15.808,1.163,17354.971999999998,1.098,,,,3.019,176.90599999999995,15.184,76.436,139.65200000000002,3.9,0.123,7.1960000000000015,0.618,3.109,5.68,0.159,1.227,1.147,1.074,3.759,0.204,9704.736,5301.5909999999985,1831.119,236.842,182.562,1.306,0.953,0.8220000000000001,1.46,0.474,,,,,,,,,,24585000.0,,,85.904,81.0,8.0,0.941
87,87,AUS,2018,Australia,Hobart,488616.0,147.281,-42.8901,AUS,415.954,0.206,0.857,378.922,-37.031,-8.902999999999997,16.706,15.219,1.142,17770.925,1.099,,,,2.942,169.265,17.267,79.43,143.15,3.899,0.118,6.797999999999999,0.6940000000000001,3.19,5.749,0.157,1.158,1.168,1.061,4.02,0.194,9874.001,5444.741,1910.549,254.109,185.504,1.3030000000000002,0.958,0.83,1.526,0.463,,,,,,,,,,24898000.0,,,86.012,80.9,8.0,0.943
88,88,AUS,2019,Australia,Hobart,551821.0,147.281,-42.8901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.124,80.9,,
89,89,AUS,2019,Australia,Hobsons Bay,1484675.0499999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.124,80.9,,
90,90,AUS,2020,Australia,Mandurah,1114500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,,
91,91,AUS,2013,Australia,Melbourne,4155010.0,144.963,-37.8141,AUS,397.943,-2.107,-8.562999999999999,389.452,-8.491,-2.134,17.112000000000002,16.747,1.137,15733.171,1.094,0.394,0.386,0.253,3.294,176.347,9.183,69.361,136.185,3.572,0.142,7.582999999999998,0.395,2.983,5.856,0.154,1.182,1.171,1.06,2.631,0.231,9005.961,4749.895,1536.509,188.123,170.398,1.315,0.934,0.787,1.278,0.522,529.26,22.759,132.67,5.705,66.69,2.8680000000000003,1573.547,67664.905,1.558,23255000.0,1010000000000.0,,85.50200000000002,82.6,8.0,0.931
92,92,AUS,2014,Australia,Melbourne,6442240.0,144.963,-37.8141,AUS,394.117,-0.962,-3.826,392.297,-1.82,-0.462,16.703,16.625999999999998,1.118,16127.288,1.094,0.386,0.385,0.247,3.138,168.13,9.67,71.567,137.608,4.005,0.133,7.125,0.41,3.033,5.832000000000002,0.17,1.125,1.172,1.086,2.68,0.211,9174.091,4887.503,1608.076,197.793,173.53599999999997,1.311,0.94,0.797,1.311,0.508,537.95,22.798,140.26,5.944,78.34,3.32,1598.611,67749.23599999999,1.567,23596000.0,1020000000000.0,34.4,85.602,82.0,8.0,0.933
93,93,AUS,2015,Australia,Melbourne,5805437.0,144.963,-37.8141,AUS,401.555,1.887,7.438,395.869,-5.685,-1.416,16.779,16.541,1.14,16528.843,1.095,0.382,0.377,0.248,3.076,174.18900000000005,11.119000000000002,71.804,137.344,4.024,0.129,7.278,0.465,3.0,5.739,0.168,1.1909999999999998,1.153,1.062,3.071,0.215,9348.28,5024.846,1679.879,208.911,176.612,1.308,0.945,0.805,1.352,0.496,536.33,22.411,137.07,5.727,73.52,3.072,1619.23,67659.602,1.5419999999999998,23932000.0,1050000000000.0,,85.70100000000002,81.4,8.0,0.938
94,94,AUS,2016,Australia,Melbourne,4372420.0,144.963,-37.8141,AUS,411.032,2.36,9.477,385.269,-25.762,-6.268,16.941,15.879,1.167,16939.874,1.097,0.384,0.36,0.249,2.931,179.55,12.746,74.804,137.093,3.909,0.121,7.4,0.525,3.083,5.65,0.161,1.25,1.145,1.078,3.432,0.2,9527.829,5161.939,1754.683,221.658,179.543,1.307,0.949,0.8140000000000001,1.401,0.485,519.09,21.394,122.11,5.033,57.18,2.357,1653.0120000000004,68128.936,1.545,24263000.0,1070000000000.0,,85.8,80.3,8.0,0.939
95,95,AUS,2017,Australia,Melbourne,5319010.0,144.963,-37.8141,AUS,415.097,0.989,4.066,388.634,-26.463,-6.375,16.884,15.808,1.163,17354.971999999998,1.098,,,,3.019,176.90599999999995,15.184,76.436,139.65200000000002,3.9,0.123,7.1960000000000015,0.618,3.109,5.68,0.159,1.227,1.147,1.074,3.759,0.204,9704.736,5301.5909999999985,1831.119,236.842,182.562,1.306,0.953,0.8220000000000001,1.46,0.474,,,,,,,,,,24585000.0,,,85.904,81.0,8.0,0.941
96,96,AUS,2018,Australia,Melbourne,4404777.0,144.963,-37.8141,AUS,415.954,0.206,0.857,378.922,-37.031,-8.902999999999997,16.706,15.219,1.142,17770.925,1.099,,,,2.942,169.265,17.267,79.43,143.15,3.899,0.118,6.797999999999999,0.6940000000000001,3.19,5.749,0.157,1.158,1.168,1.061,4.02,0.194,9874.001,5444.741,1910.549,254.109,185.504,1.3030000000000002,0.958,0.83,1.526,0.463,,,,,,,,,,24898000.0,,,86.012,80.9,8.0,0.943
97,97,AUS,2019,Australia,Melbourne,4389341.55,144.963,-37.8141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.124,80.9,,
98,98,AUS,2019,Australia,Melton,2363195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.124,80.9,,
99,99,AUS,2019,Australia,Mornington Peninsula Shire,2067212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.124,80.9,,
100,100,AUS,2019,Australia,Perth,1361270.0,115.861,-31.9526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.124,80.9,,
101,101,AUS,2020,Australia,Perth,1361270.0,115.861,-31.9526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,,
102,102,AUS,2020,Australia,Port Phillip,1423300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,,
103,103,AUS,2013,Australia,Sydney,5457064.0,151.207,-33.8675,AUS,397.943,-2.107,-8.562999999999999,389.452,-8.491,-2.134,17.112000000000002,16.747,1.137,15733.171,1.094,0.394,0.386,0.253,3.294,176.347,9.183,69.361,136.185,3.572,0.142,7.582999999999998,0.395,2.983,5.856,0.154,1.182,1.171,1.06,2.631,0.231,9005.961,4749.895,1536.509,188.123,170.398,1.315,0.934,0.787,1.278,0.522,529.26,22.759,132.67,5.705,66.69,2.8680000000000003,1573.547,67664.905,1.558,23255000.0,1010000000000.0,,85.50200000000002,82.6,8.0,0.931
104,104,AUS,2014,Australia,Sydney,5458899.0,151.207,-33.8675,AUS,394.117,-0.962,-3.826,392.297,-1.82,-0.462,16.703,16.625999999999998,1.118,16127.288,1.094,0.386,0.385,0.247,3.138,168.13,9.67,71.567,137.608,4.005,0.133,7.125,0.41,3.033,5.832000000000002,0.17,1.125,1.172,1.086,2.68,0.211,9174.091,4887.503,1608.076,197.793,173.53599999999997,1.311,0.94,0.797,1.311,0.508,537.95,22.798,140.26,5.944,78.34,3.32,1598.611,67749.23599999999,1.567,23596000.0,1020000000000.0,34.4,85.602,82.0,8.0,0.933
105,105,AUS,2015,Australia,Sydney,5052256.0,151.207,-33.8675,AUS,401.555,1.887,7.438,395.869,-5.685,-1.416,16.779,16.541,1.14,16528.843,1.095,0.382,0.377,0.248,3.076,174.18900000000005,11.119000000000002,71.804,137.344,4.024,0.129,7.278,0.465,3.0,5.739,0.168,1.1909999999999998,1.153,1.062,3.071,0.215,9348.28,5024.846,1679.879,208.911,176.612,1.308,0.945,0.805,1.352,0.496,536.33,22.411,137.07,5.727,73.52,3.072,1619.23,67659.602,1.5419999999999998,23932000.0,1050000000000.0,,85.70100000000002,81.4,8.0,0.938
106,106,AUS,2016,Australia,Sydney,3556529.0,151.207,-33.8675,AUS,411.032,2.36,9.477,385.269,-25.762,-6.268,16.941,15.879,1.167,16939.874,1.097,0.384,0.36,0.249,2.931,179.55,12.746,74.804,137.093,3.909,0.121,7.4,0.525,3.083,5.65,0.161,1.25,1.145,1.078,3.432,0.2,9527.829,5161.939,1754.683,221.658,179.543,1.307,0.949,0.8140000000000001,1.401,0.485,519.09,21.394,122.11,5.033,57.18,2.357,1653.0120000000004,68128.936,1.545,24263000.0,1070000000000.0,,85.8,80.3,8.0,0.939
107,107,AUS,2017,Australia,Sydney,3783982.0,151.207,-33.8675,AUS,415.097,0.989,4.066,388.634,-26.463,-6.375,16.884,15.808,1.163,17354.971999999998,1.098,,,,3.019,176.90599999999995,15.184,76.436,139.65200000000002,3.9,0.123,7.1960000000000015,0.618,3.109,5.68,0.159,1.227,1.147,1.074,3.759,0.204,9704.736,5301.5909999999985,1831.119,236.842,182.562,1.306,0.953,0.8220000000000001,1.46,0.474,,,,,,,,,,24585000.0,,,85.904,81.0,8.0,0.941
108,108,AUS,2018,Australia,Sydney,3322142.0,151.207,-33.8675,AUS,415.954,0.206,0.857,378.922,-37.031,-8.902999999999997,16.706,15.219,1.142,17770.925,1.099,,,,2.942,169.265,17.267,79.43,143.15,3.899,0.118,6.797999999999999,0.6940000000000001,3.19,5.749,0.157,1.158,1.168,1.061,4.02,0.194,9874.001,5444.741,1910.549,254.109,185.504,1.3030000000000002,0.958,0.83,1.526,0.463,,,,,,,,,,24898000.0,,,86.012,80.9,8.0,0.943
109,109,AUS,2019,Australia,Sydney,4264405.6099999985,151.207,-33.8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.124,80.9,,
110,110,AUS,2020,Australia,Sydney,4180487.89,151.207,-33.8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,,
111,111,AUS,2019,Australia,Wollongong,2747001.0,150.893,-34.4278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.124,80.9,,
112,112,AUS,2019,Australia,Wyndham,3605229.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.124,80.9,,
113,113,AUS,2020,Australia,Wyndham,3605229.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,,
114,114,BEL,2019,Belgium,Brussels,4254080.0,4.3487800000000005,50.8505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.041,67.3,,
115,115,BOL,2014,Bolivia,La Paz,1440.5,-68.15,-16.5,BOL,19.618,6.471,1.192,17.662,-1.956,-9.969,1.832,1.65,0.056,398.572,0.027000000000000003,0.319,0.287,0.2,1.3159999999999998,,0.136,7.649,10.517,,0.123,,0.013,0.7140000000000001,0.982,,,0.09,0.116,0.038,0.08900000000000001,0.234,235.43,113.618,30.459,18.83,0.0,0.045,0.056,0.202,0.055,138.6,12.945,25.73,2.403,8.82,0.8240000000000001,98.224,9173.795,1.597,10707000.0,61489704960.0,47.8,68.047,48.4,107.0,0.69
116,116,BOL,2015,Bolivia,La Paz,1321.4,-68.15,-16.5,BOL,19.421,-1.005,-0.197,18.803,-0.618,-3.182,1.787,1.73,0.055,417.99300000000005,0.028,0.301,0.292,,1.368,,0.136,7.862999999999999,10.054,,0.126,,0.012,0.723,0.925,,,0.084,0.116,0.037000000000000005,0.096,0.234,245.484,121.481,30.595,20.199,0.0,0.046,0.058,0.198,0.057,141.57,13.024,27.71,2.549,9.82,0.903,,,,10870000.0,64471166976.0,46.7,68.393,46.8,107.0,0.6970000000000001
117,117,BOL,2016,Bolivia,La Paz,1426533.8,-68.15,-16.5,BOL,20.693,6.551,1.272,20.58,-0.114,-0.5489999999999999,1.876,1.865,0.059,438.686,0.028,0.308,0.307,,1.421,,0.172,8.662,10.439,,0.129,,0.016,0.785,0.946,,,0.087,0.125,0.046,0.097,0.234,255.923,130.142,30.767,21.619,0.0,0.047,0.06,0.195,0.058,150.94,13.682,33.03,2.994,11.84,1.073,,,,11032000.0,67114459136.0,45.3,68.738,47.4,107.0,0.7020000000000001
118,118,BRA,2018,Brazil,Aracaju,1038096.0,-37.0731,-10.9472,BRA,466.649,-3.702,-17.939,488.871,22.221,4.762,2.228,2.334,1.281,14659.388,0.907,,,,18.933,69.742,2.924,66.234,308.816,,0.09,0.333,0.014,0.316,1.474,,0.477,2.52,0.884,0.6809999999999999,1.25,2333.914,10372.239,1085.065,148.759,719.4119999999998,0.308,1.825,0.472,0.893,1.797,,,,,,,,,,209468992.0,,53.9,86.569,51.4,84.0,0.762
119,119,BRA,2019,Brazil,Aracaju,1127628.0,-37.0731,-10.9472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,86.824,51.9,,
120,120,BRA,2013,Brazil,Belo Horizonte,2878873.0,-43.9345,-19.9167,BRA,495.047,7.596,34.949,541.5419999999998,46.495,9.392,2.462,2.694,1.415,12210.601,0.8490000000000001,0.163,0.17800000000000002,0.146,26.652,68.78399999999999,2.81,71.078,325.722,,0.133,0.342,0.014,0.354,1.62,,0.461,2.801,1.087,0.805,1.867,1978.486,8760.578000000001,728.1110000000001,133.274,610.1519999999998,0.289,1.723,0.373,0.905,1.868,1368.38,6.807,416.98,2.074,169.82,0.845,3400.649000000001,16915.62,1.119,201036000.0,3040000000000.0,52.8,85.209,57.7,84.0,0.753
121,121,BRA,2014,Brazil,Belo Horizonte,2878873.0,-43.9345,-19.9167,BRA,523.894,5.827000000000001,28.847,569.206,45.312,8.649,2.584,2.807,1.486,12734.495,0.8640000000000001,0.172,0.187,0.15,26.308000000000003,73.60600000000002,3.477,78.032,342.472,,0.13,0.363,0.017,0.385,1.689,,0.493,2.9160000000000004,1.1840000000000002,0.964,1.773,2052.091,9103.049,806.143,136.752,636.46,0.293,1.75,0.399,0.907,1.864,1413.43,6.971,427.48,2.108,178.59,0.8809999999999999,3481.862,17171.991,1.145,202764000.0,3040000000000.0,52.1,85.492,56.9,84.0,0.7559999999999999
122,122,BRA,2015,Brazil,Belo Horizonte,3241713.0,-43.9345,-19.9167,BRA,495.214,-5.474,-28.68,520.536,25.323,5.114,2.422,2.546,1.406,13229.708,0.877,0.156,0.16399999999999998,0.14400000000000002,23.767,74.40899999999998,2.99,77.179,316.869,,0.116,0.364,0.015,0.377,1.55,,0.509,2.659,1.141,0.826,1.664,2126.5,9419.918,883.322,139.741,660.227,0.298,1.771,0.423,0.905,1.856,1409.94,6.896,446.83,2.185,180.66,0.884,3441.894,16833.084,1.082,204472000.0,3180000000000.0,51.9,85.77,56.6,84.0,0.7559999999999999
123,123,BRA,2016,Brazil,Belo Horizonte,3241713.0,-43.9345,-19.9167,BRA,478.443,-3.387,-16.771,502.893,24.451,5.11,2.321,2.439,1.358,13708.151000000002,0.888,0.17,0.179,0.142,20.956,67.264,3.169,66.062,320.992,,0.102,0.326,0.015,0.32,1.557,,0.468,2.682,0.952,0.853,1.432,2193.764,9740.91,949.384,142.911,681.182,0.301,1.791,0.44,0.903,1.839,1379.38,6.691,445.11,2.1590000000000003,182.86,0.887,3366.179,16327.755,1.198,206163008.0,2810000000000.0,53.3,86.042,56.5,84.0,0.758
124,124,BRA,2017,Brazil,Belo Horizonte,4494883.0,-43.9345,-19.9167,BRA,484.588,1.284,6.145,511.01,26.422,5.452000000000001,2.332,2.459,1.358,14192.739,0.898,,,,19.297,70.407,2.924,69.447,322.513,,0.093,0.339,0.014,0.334,1.5519999999999998,,0.488,2.649,0.976,0.7240000000000001,1.307,2264.172,10063.423,1018.831,145.835,700.4789999999998,0.305,1.81,0.458,0.899,1.818,,,,,,,,,,207834000.0,,53.3,86.309,52.9,84.0,0.7609999999999999
125,125,BRA,2018,Brazil,Belo Horizonte,3766197.0,-43.9345,-19.9167,BRA,466.649,-3.702,-17.939,488.871,22.221,4.762,2.228,2.334,1.281,14659.388,0.907,,,,18.933,69.742,2.924,66.234,308.816,,0.09,0.333,0.014,0.316,1.474,,0.477,2.52,0.884,0.6809999999999999,1.25,2333.914,10372.239,1085.065,148.759,719.4119999999998,0.308,1.825,0.472,0.893,1.797,,,,,,,,,,209468992.0,,53.9,86.569,51.4,84.0,0.762
126,126,BRA,2019,Brazil,Belo Horizonte,4393300.86,-43.9345,-19.9167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,86.824,51.9,,
127,127,BRA,2015,Brazil,Betim,5636953.0,-44.2012,-19.9673,BRA,495.214,-5.474,-28.68,520.536,25.323,5.114,2.422,2.546,1.406,13229.708,0.877,0.156,0.16399999999999998,0.14400000000000002,23.767,74.40899999999998,2.99,77.179,316.869,,0.116,0.364,0.015,0.377,1.55,,0.509,2.659,1.141,0.826,1.664,2126.5,9419.918,883.322,139.741,660.227,0.298,1.771,0.423,0.905,1.856,1409.94,6.896,446.83,2.185,180.66,0.884,3441.894,16833.084,1.082,204472000.0,3180000000000.0,51.9,85.77,56.6,84.0,0.7559999999999999
128,128,BRA,2017,Brazil,Betim,1763018.0,-44.2012,-19.9673,BRA,484.588,1.284,6.145,511.01,26.422,5.452000000000001,2.332,2.459,1.358,14192.739,0.898,,,,19.297,70.407,2.924,69.447,322.513,,0.093,0.339,0.014,0.334,1.5519999999999998,,0.488,2.649,0.976,0.7240000000000001,1.307,2264.172,10063.423,1018.831,145.835,700.4789999999998,0.305,1.81,0.458,0.899,1.818,,,,,,,,,,207834000.0,,53.3,86.309,52.9,84.0,0.7609999999999999
129,129,BRA,2016,Brazil,Brasilia,773983.0,-47.882166,-15.794229000000001,BRA,478.443,-3.387,-16.771,502.893,24.451,5.11,2.321,2.439,1.358,13708.151000000002,0.888,0.17,0.179,0.142,20.956,67.264,3.169,66.062,320.992,,0.102,0.326,0.015,0.32,1.557,,0.468,2.682,0.952,0.853,1.432,2193.764,9740.91,949.384,142.911,681.182,0.301,1.791,0.44,0.903,1.839,1379.38,6.691,445.11,2.1590000000000003,182.86,0.887,3366.179,16327.755,1.198,206163008.0,2810000000000.0,53.3,86.042,56.5,84.0,0.758
130,130,BRA,2017,Brazil,Brasilia,7739830.0,-47.882166,-15.794229000000001,BRA,484.588,1.284,6.145,511.01,26.422,5.452000000000001,2.332,2.459,1.358,14192.739,0.898,,,,19.297,70.407,2.924,69.447,322.513,,0.093,0.339,0.014,0.334,1.5519999999999998,,0.488,2.649,0.976,0.7240000000000001,1.307,2264.172,10063.423,1018.831,145.835,700.4789999999998,0.305,1.81,0.458,0.899,1.818,,,,,,,,,,207834000.0,,53.3,86.309,52.9,84.0,0.7609999999999999
131,131,BRA,2019,Brazil,Campinas,2663901.43,-46.9372,-22.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,86.824,51.9,,
132,132,BRA,2014,Brazil,Curitiba,3028301.0,-49.2647,-25.4311,BRA,523.894,5.827000000000001,28.847,569.206,45.312,8.649,2.584,2.807,1.486,12734.495,0.8640000000000001,0.172,0.187,0.15,26.308000000000003,73.60600000000002,3.477,78.032,342.472,,0.13,0.363,0.017,0.385,1.689,,0.493,2.9160000000000004,1.1840000000000002,0.964,1.773,2052.091,9103.049,806.143,136.752,636.46,0.293,1.75,0.399,0.907,1.864,1413.43,6.971,427.48,2.108,178.59,0.8809999999999999,3481.862,17171.991,1.145,202764000.0,3040000000000.0,52.1,85.492,56.9,84.0,0.7559999999999999
133,133,BRA,2016,Brazil,Curitiba,3036279.0,-49.2647,-25.4311,BRA,478.443,-3.387,-16.771,502.893,24.451,5.11,2.321,2.439,1.358,13708.151000000002,0.888,0.17,0.179,0.142,20.956,67.264,3.169,66.062,320.992,,0.102,0.326,0.015,0.32,1.557,,0.468,2.682,0.952,0.853,1.432,2193.764,9740.91,949.384,142.911,681.182,0.301,1.791,0.44,0.903,1.839,1379.38,6.691,445.11,2.1590000000000003,182.86,0.887,3366.179,16327.755,1.198,206163008.0,2810000000000.0,53.3,86.042,56.5,84.0,0.758
134,134,BRA,2017,Brazil,Curitiba,4125853.0,-49.2647,-25.4311,BRA,484.588,1.284,6.145,511.01,26.422,5.452000000000001,2.332,2.459,1.358,14192.739,0.898,,,,19.297,70.407,2.924,69.447,322.513,,0.093,0.339,0.014,0.334,1.5519999999999998,,0.488,2.649,0.976,0.7240000000000001,1.307,2264.172,10063.423,1018.831,145.835,700.4789999999998,0.305,1.81,0.458,0.899,1.818,,,,,,,,,,207834000.0,,53.3,86.309,52.9,84.0,0.7609999999999999
135,135,BRA,2018,Brazil,Curitiba,3650846.0,-49.2647,-25.4311,BRA,466.649,-3.702,-17.939,488.871,22.221,4.762,2.228,2.334,1.281,14659.388,0.907,,,,18.933,69.742,2.924,66.234,308.816,,0.09,0.333,0.014,0.316,1.474,,0.477,2.52,0.884,0.6809999999999999,1.25,2333.914,10372.239,1085.065,148.759,719.4119999999998,0.308,1.825,0.472,0.893,1.797,,,,,,,,,,209468992.0,,53.9,86.569,51.4,84.0,0.762
136,136,BRA,2019,Brazil,Curitiba,4345663.0,-49.2647,-25.4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,86.824,51.9,,
137,137,BRA,2020,Brazil,Curitiba,3505046.0,-49.2647,-25.4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,,
138,138,BRA,2017,Brazil,Extrema,131931.0,-46.328,-22.8403,BRA,484.588,1.284,6.145,511.01,26.422,5.452000000000001,2.332,2.459,1.358,14192.739,0.898,,,,19.297,70.407,2.924,69.447,322.513,,0.093,0.339,0.014,0.334,1.5519999999999998,,0.488,2.649,0.976,0.7240000000000001,1.307,2264.172,10063.423,1018.831,145.835,700.4789999999998,0.305,1.81,0.458,0.899,1.818,,,,,,,,,,207834000.0,,53.3,86.309,52.9,84.0,0.7609999999999999
139,139,BRA,2018,Brazil,Extrema,131920.91999999998,-46.328,-22.8403,BRA,466.649,-3.702,-17.939,488.871,22.221,4.762,2.228,2.334,1.281,14659.388,0.907,,,,18.933,69.742,2.924,66.234,308.816,,0.09,0.333,0.014,0.316,1.474,,0.477,2.52,0.884,0.6809999999999999,1.25,2333.914,10372.239,1085.065,148.759,719.4119999999998,0.308,1.825,0.472,0.893,1.797,,,,,,,,,,209468992.0,,53.9,86.569,51.4,84.0,0.762
140,140,BRA,2014,Brazil,Florianopolis,441664.0,-48.5482,-27.595,BRA,523.894,5.827000000000001,28.847,569.206,45.312,8.649,2.584,2.807,1.486,12734.495,0.8640000000000001,0.172,0.187,0.15,26.308000000000003,73.60600000000002,3.477,78.032,342.472,,0.13,0.363,0.017,0.385,1.689,,0.493,2.9160000000000004,1.1840000000000002,0.964,1.773,2052.091,9103.049,806.143,136.752,636.46,0.293,1.75,0.399,0.907,1.864,1413.43,6.971,427.48,2.108,178.59,0.8809999999999999,3481.862,17171.991,1.145,202764000.0,3040000000000.0,52.1,85.492,56.9,84.0,0.7559999999999999
141,141,BRA,2015,Brazil,Florianopolis,2099020.0,-48.5482,-27.595,BRA,495.214,-5.474,-28.68,520.536,25.323,5.114,2.422,2.546,1.406,13229.708,0.877,0.156,0.16399999999999998,0.14400000000000002,23.767,74.40899999999998,2.99,77.179,316.869,,0.116,0.364,0.015,0.377,1.55,,0.509,2.659,1.141,0.826,1.664,2126.5,9419.918,883.322,139.741,660.227,0.298,1.771,0.423,0.905,1.856,1409.94,6.896,446.83,2.185,180.66,0.884,3441.894,16833.084,1.082,204472000.0,3180000000000.0,51.9,85.77,56.6,84.0,0.7559999999999999
142,142,BRA,2016,Brazil,Florianopolis,1450465.0,-48.5482,-27.595,BRA,478.443,-3.387,-16.771,502.893,24.451,5.11,2.321,2.439,1.358,13708.151000000002,0.888,0.17,0.179,0.142,20.956,67.264,3.169,66.062,320.992,,0.102,0.326,0.015,0.32,1.557,,0.468,2.682,0.952,0.853,1.432,2193.764,9740.91,949.384,142.911,681.182,0.301,1.791,0.44,0.903,1.839,1379.38,6.691,445.11,2.1590000000000003,182.86,0.887,3366.179,16327.755,1.198,206163008.0,2810000000000.0,53.3,86.042,56.5,84.0,0.758
143,143,BRA,2017,Brazil,Florianopolis,740635.0,-48.5482,-27.595,BRA,484.588,1.284,6.145,511.01,26.422,5.452000000000001,2.332,2.459,1.358,14192.739,0.898,,,,19.297,70.407,2.924,69.447,322.513,,0.093,0.339,0.014,0.334,1.5519999999999998,,0.488,2.649,0.976,0.7240000000000001,1.307,2264.172,10063.423,1018.831,145.835,700.4789999999998,0.305,1.81,0.458,0.899,1.818,,,,,,,,,,207834000.0,,53.3,86.309,52.9,84.0,0.7609999999999999
144,144,BRA,2018,Brazil,Florianopolis,1358385.0,-48.5482,-27.595,BRA,466.649,-3.702,-17.939,488.871,22.221,4.762,2.228,2.334,1.281,14659.388,0.907,,,,18.933,69.742,2.924,66.234,308.816,,0.09,0.333,0.014,0.316,1.474,,0.477,2.52,0.884,0.6809999999999999,1.25,2333.914,10372.239,1085.065,148.759,719.4119999999998,0.308,1.825,0.472,0.893,1.797,,,,,,,,,,209468992.0,,53.9,86.569,51.4,84.0,0.762
