,index,Country Code,Year,Country Name,CDP_City,CDP_TotalEmissions,CDP_Longitude,CDP_Latitude,OWID_iso_code,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,OWID_population,OWID_gdp,GINI_GINI,POP_Population,GDP_GDP,HDI_HDI Rank,HDI_HDI
793,793,CHE,2015,Switzerland,Zurich,2053157.0,8.53918,47.3686,CHE,38.733,-1.278,-0.501,119.641,80.908,208.884,4.668,14.42,0.11,2839.465,0.188,0.075,0.231,0.117,1.715,0.563,0.028,6.78,29.468000000000004,0.18,0.207,0.068,0.003,0.8170000000000001,3.552,0.022,0.004,0.247,0.1,0.008,0.12,589.266,1925.887,189.505,1.077,127.803,0.08199999999999999,0.362,0.091,0.006999999999999999,0.359,46.16,5.563,4.9,0.591,2.18,0.263,330.57,39842.143,0.638,8297000.0,518000000000.0,32.3,73.718,80.5,2.0,0.947
794,794,CHE,2016,Switzerland,Zurich,1822367.0,8.53918,47.3686,CHE,39.19300000000001,1.186,0.459,117.042,77.84899999999998,198.633,4.677,13.967,0.111,2878.658,0.18600000000000005,0.075,0.223,0.126,1.769,0.5329999999999999,0.028,7.131,29.556,0.175,0.211,0.064,0.003,0.851,3.527,0.021,0.004,0.247,0.103,0.008,0.121,589.798,1955.443,196.636,1.105,129.572,0.081,0.359,0.091,0.006999999999999999,0.35,46.72,5.575,4.86,0.58,2.19,0.261,311.376,37157.006,0.593,8380000.0,525000000000.0,33.0,73.73899999999998,81.0,2.0,0.947
795,795,CHE,2017,Switzerland,Zurich,1822367.0,8.53918,47.3686,CHE,38.182,-2.5780000000000003,-1.01,119.349,81.167,212.578,4.515,14.114,0.107,2916.84,0.185,,,,1.76,0.509,0.031,7.089,28.618,0.17600000000000002,0.208,0.06,0.004,0.838,3.384,0.021,0.004,0.235,0.1,0.008,0.119,590.307,1984.061,203.725,1.136,131.332,0.079,0.35700000000000004,0.092,0.006999999999999999,0.341,,,,,,,,,,8456000.0,,32.7,73.76100000000002,81.5,2.0,0.949
796,796,CHE,2018,Switzerland,Zurich,1374757.0,8.53918,47.3686,CHE,36.895,-3.37,-1.287,119.824,82.929,224.766,4.327,14.054,0.101,2953.736,0.183,,,,1.7380000000000002,0.479,0.028,6.685,27.791,0.174,0.204,0.056,0.003,0.784,3.26,0.02,0.003,0.227,0.08900000000000001,0.006,0.115,590.7869999999998,2011.852,210.41,1.164,133.07,0.078,0.354,0.091,0.006999999999999999,0.332,,,,,,,,,,8526000.0,,33.1,73.797,81.7,2.0,0.955
797,797,TWN,2013,Taiwan,Kaohsiung,63640300.0,120.344,22.6297,TWN,257.708,0.873,2.231,261.439,3.731,1.4480000000000002,11.003,11.162,0.737,6928.356,0.482,0.282,0.28600000000000003,0.2,6.3279999999999985,153.72799999999995,,30.048,67.604,,0.27,6.563,,1.283,2.886,,1.03,0.581,0.459,,0.443,3334.138,2841.143,450.554,,302.521,0.487,0.5589999999999999,0.231,,0.926,,,,,,,1291.637,55146.301,1.413,23422000.0,914000000000.0,,,72.7,,
798,798,TWN,2014,Taiwan,Kaohsiung,63251100.0,120.344,22.6297,TWN,261.243,1.372,3.536,262.983,1.739,0.6659999999999999,11.121,11.195,0.741,7189.599,0.488,0.271,0.273,0.197,5.57,155.779,,31.239,68.656,,0.237,6.631,,1.33,2.923,,1.042,0.585,0.474,,0.375,3489.917,2909.7990000000004,481.793,,308.091,0.499,0.5589999999999999,0.239,,0.902,,,,,,,1323.0410000000004,56318.781,1.372,23492000.0,964000000000.0,,,73.9,,
799,799,TWN,2015,Taiwan,Kaohsiung,56234284.0,120.344,22.6297,TWN,257.156,-1.564,-4.087,255.79,-1.367,-0.531,10.916,10.858,0.73,7446.7559999999985,0.493,0.265,0.263,0.196,5.1320000000000014,151.232,,33.852,66.941,,0.218,6.42,,1.4369999999999998,2.842,,1.034,0.562,0.501,,0.359,3641.148,2976.74,515.645,,313.222,0.51,0.56,0.247,,0.88,,,,,,,1313.11,55741.82900000001,1.352,23557000.0,971000000000.0,,,75.1,,
800,800,TWN,2016,Taiwan,Kaohsiung,58755764.13,120.344,22.6297,TWN,265.284,3.16,8.127,257.715,-7.569,-2.853,11.232,10.912,0.753,7712.04,0.499,0.269,0.262,0.198,4.627,154.93200000000004,,35.35,70.374,,0.196,6.56,,1.497,2.98,,1.079,0.588,0.509,,0.316,3796.08,3047.115,550.995,,317.849,0.521,0.56,0.256,,0.858,,,,,,,1337.3270000000002,56623.191,1.358,23618000.0,985000000000.0,,,74.7,,
801,801,TWN,2018,Taiwan,Kaohsiung,85836150.0,120.344,22.6297,TWN,273.105,0.24,0.654,273.507,0.402,0.147,11.511,11.528,0.75,8257.595,0.511,,,,4.627,157.817,,41.68,68.98100000000001,,0.195,6.652,,1.757,2.907,,1.08,0.563,0.557,,0.305,4111.987,3184.884,633.621,,327.103,0.5429999999999999,0.56,0.275,,0.8170000000000001,,,,,,,,,,23726000.0,,,,76.6,,
802,802,TWN,2019,Taiwan,Kinmen,522514.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,,
803,803,TWN,2015,Taiwan,New Taipei,18096066.0,121.446,25.0111,TWN,257.156,-1.564,-4.087,255.79,-1.367,-0.531,10.916,10.858,0.73,7446.7559999999985,0.493,0.265,0.263,0.196,5.1320000000000014,151.232,,33.852,66.941,,0.218,6.42,,1.4369999999999998,2.842,,1.034,0.562,0.501,,0.359,3641.148,2976.74,515.645,,313.222,0.51,0.56,0.247,,0.88,,,,,,,1313.11,55741.82900000001,1.352,23557000.0,971000000000.0,,,75.1,,
804,804,TWN,2016,Taiwan,New Taipei,17233924.0,121.446,25.0111,TWN,265.284,3.16,8.127,257.715,-7.569,-2.853,11.232,10.912,0.753,7712.04,0.499,0.269,0.262,0.198,4.627,154.93200000000004,,35.35,70.374,,0.196,6.56,,1.497,2.98,,1.079,0.588,0.509,,0.316,3796.08,3047.115,550.995,,317.849,0.521,0.56,0.256,,0.858,,,,,,,1337.3270000000002,56623.191,1.358,23618000.0,985000000000.0,,,74.7,,
805,805,TWN,2017,Taiwan,New Taipei,18235086.0,121.446,25.0111,TWN,272.45,2.702,7.167000000000002,266.213,-6.237,-2.289,11.508,11.244000000000002,0.763,7984.49,0.505,,,,4.627,158.089,,40.946,68.789,,0.195,6.6770000000000005,,1.729,2.906,,1.097,0.565,0.5760000000000001,,0.313,3954.17,3115.9040000000005,591.941,,322.476,0.532,0.56,0.266,,0.8370000000000001,,,,,,,,,,23675000.0,,,,76.5,,
806,806,TWN,2018,Taiwan,New Taipei,7653808.0,121.446,25.0111,TWN,273.105,0.24,0.654,273.507,0.402,0.147,11.511,11.528,0.75,8257.595,0.511,,,,4.627,157.817,,41.68,68.98100000000001,,0.195,6.652,,1.757,2.907,,1.08,0.563,0.557,,0.305,4111.987,3184.884,633.621,,327.103,0.5429999999999999,0.56,0.275,,0.8170000000000001,,,,,,,,,,23726000.0,,,,76.6,,
807,807,TWN,2019,Taiwan,New Taipei,20952274.0,121.446,25.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,,
808,808,TWN,2020,Taiwan,New Taipei,20351662.0,121.446,25.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1,,
809,809,TWN,2015,Taiwan,Pingtung,411260.0,120.47,22.6558,TWN,257.156,-1.564,-4.087,255.79,-1.367,-0.531,10.916,10.858,0.73,7446.7559999999985,0.493,0.265,0.263,0.196,5.1320000000000014,151.232,,33.852,66.941,,0.218,6.42,,1.4369999999999998,2.842,,1.034,0.562,0.501,,0.359,3641.148,2976.74,515.645,,313.222,0.51,0.56,0.247,,0.88,,,,,,,1313.11,55741.82900000001,1.352,23557000.0,971000000000.0,,,75.1,,
810,810,TWN,2016,Taiwan,Pingtung,4604805.0,120.47,22.6558,TWN,265.284,3.16,8.127,257.715,-7.569,-2.853,11.232,10.912,0.753,7712.04,0.499,0.269,0.262,0.198,4.627,154.93200000000004,,35.35,70.374,,0.196,6.56,,1.497,2.98,,1.079,0.588,0.509,,0.316,3796.08,3047.115,550.995,,317.849,0.521,0.56,0.256,,0.858,,,,,,,1337.3270000000002,56623.191,1.358,23618000.0,985000000000.0,,,74.7,,
811,811,TWN,2017,Taiwan,Pingtung,4662549.56,120.47,22.6558,TWN,272.45,2.702,7.167000000000002,266.213,-6.237,-2.289,11.508,11.244000000000002,0.763,7984.49,0.505,,,,4.627,158.089,,40.946,68.789,,0.195,6.6770000000000005,,1.729,2.906,,1.097,0.565,0.5760000000000001,,0.313,3954.17,3115.9040000000005,591.941,,322.476,0.532,0.56,0.266,,0.8370000000000001,,,,,,,,,,23675000.0,,,,76.5,,
812,812,TWN,2018,Taiwan,Pingtung,4871085.28,120.47,22.6558,TWN,273.105,0.24,0.654,273.507,0.402,0.147,11.511,11.528,0.75,8257.595,0.511,,,,4.627,157.817,,41.68,68.98100000000001,,0.195,6.652,,1.757,2.907,,1.08,0.563,0.557,,0.305,4111.987,3184.884,633.621,,327.103,0.5429999999999999,0.56,0.275,,0.8170000000000001,,,,,,,,,,23726000.0,,,,76.6,,
813,813,TWN,2020,Taiwan,Pingtung,4977648.37,120.47,22.6558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1,,
814,814,TWN,2017,Taiwan,Taichung,13668164.44,120.647,24.1619,TWN,272.45,2.702,7.167000000000002,266.213,-6.237,-2.289,11.508,11.244000000000002,0.763,7984.49,0.505,,,,4.627,158.089,,40.946,68.789,,0.195,6.6770000000000005,,1.729,2.906,,1.097,0.565,0.5760000000000001,,0.313,3954.17,3115.9040000000005,591.941,,322.476,0.532,0.56,0.266,,0.8370000000000001,,,,,,,,,,23675000.0,,,,76.5,,
815,815,TWN,2018,Taiwan,Taichung,33590163.9,120.647,24.1619,TWN,273.105,0.24,0.654,273.507,0.402,0.147,11.511,11.528,0.75,8257.595,0.511,,,,4.627,157.817,,41.68,68.98100000000001,,0.195,6.652,,1.757,2.907,,1.08,0.563,0.557,,0.305,4111.987,3184.884,633.621,,327.103,0.5429999999999999,0.56,0.275,,0.8170000000000001,,,,,,,,,,23726000.0,,,,76.6,,
816,816,TWN,2019,Taiwan,Taichung,73596401.3,120.647,24.1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,,
817,817,TWN,2017,Taiwan,Tainan,21458525.0,120.227,22.9999,TWN,272.45,2.702,7.167000000000002,266.213,-6.237,-2.289,11.508,11.244000000000002,0.763,7984.49,0.505,,,,4.627,158.089,,40.946,68.789,,0.195,6.6770000000000005,,1.729,2.906,,1.097,0.565,0.5760000000000001,,0.313,3954.17,3115.9040000000005,591.941,,322.476,0.532,0.56,0.266,,0.8370000000000001,,,,,,,,,,23675000.0,,,,76.5,,
818,818,TWN,2019,Taiwan,Tainan,22011184.59,120.227,22.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,,
819,819,TWN,2013,Taiwan,Taipei,15040800.0,121.564,25.0375,TWN,257.708,0.873,2.231,261.439,3.731,1.4480000000000002,11.003,11.162,0.737,6928.356,0.482,0.282,0.28600000000000003,0.2,6.3279999999999985,153.72799999999995,,30.048,67.604,,0.27,6.563,,1.283,2.886,,1.03,0.581,0.459,,0.443,3334.138,2841.143,450.554,,302.521,0.487,0.5589999999999999,0.231,,0.926,,,,,,,1291.637,55146.301,1.413,23422000.0,914000000000.0,,,72.7,,
820,820,TWN,2014,Taiwan,Taipei,14416100.0,121.564,25.0375,TWN,261.243,1.372,3.536,262.983,1.739,0.6659999999999999,11.121,11.195,0.741,7189.599,0.488,0.271,0.273,0.197,5.57,155.779,,31.239,68.656,,0.237,6.631,,1.33,2.923,,1.042,0.585,0.474,,0.375,3489.917,2909.7990000000004,481.793,,308.091,0.499,0.5589999999999999,0.239,,0.902,,,,,,,1323.0410000000004,56318.781,1.372,23492000.0,964000000000.0,,,73.9,,
821,821,TWN,2015,Taiwan,Taipei,14364400.0,121.564,25.0375,TWN,257.156,-1.564,-4.087,255.79,-1.367,-0.531,10.916,10.858,0.73,7446.7559999999985,0.493,0.265,0.263,0.196,5.1320000000000014,151.232,,33.852,66.941,,0.218,6.42,,1.4369999999999998,2.842,,1.034,0.562,0.501,,0.359,3641.148,2976.74,515.645,,313.222,0.51,0.56,0.247,,0.88,,,,,,,1313.11,55741.82900000001,1.352,23557000.0,971000000000.0,,,75.1,,
822,822,TWN,2016,Taiwan,Taipei,14957404.0,121.564,25.0375,TWN,265.284,3.16,8.127,257.715,-7.569,-2.853,11.232,10.912,0.753,7712.04,0.499,0.269,0.262,0.198,4.627,154.93200000000004,,35.35,70.374,,0.196,6.56,,1.497,2.98,,1.079,0.588,0.509,,0.316,3796.08,3047.115,550.995,,317.849,0.521,0.56,0.256,,0.858,,,,,,,1337.3270000000002,56623.191,1.358,23618000.0,985000000000.0,,,74.7,,
823,823,TWN,2017,Taiwan,Taipei,12114538.0,121.564,25.0375,TWN,272.45,2.702,7.167000000000002,266.213,-6.237,-2.289,11.508,11.244000000000002,0.763,7984.49,0.505,,,,4.627,158.089,,40.946,68.789,,0.195,6.6770000000000005,,1.729,2.906,,1.097,0.565,0.5760000000000001,,0.313,3954.17,3115.9040000000005,591.941,,322.476,0.532,0.56,0.266,,0.8370000000000001,,,,,,,,,,23675000.0,,,,76.5,,
824,824,TWN,2018,Taiwan,Taipei,12394500.0,121.564,25.0375,TWN,273.105,0.24,0.654,273.507,0.402,0.147,11.511,11.528,0.75,8257.595,0.511,,,,4.627,157.817,,41.68,68.98100000000001,,0.195,6.652,,1.757,2.907,,1.08,0.563,0.557,,0.305,4111.987,3184.884,633.621,,327.103,0.5429999999999999,0.56,0.275,,0.8170000000000001,,,,,,,,,,23726000.0,,,,76.6,,
825,825,TWN,2016,Taiwan,Taoyuan,30073752.26,121.301,24.9931,TWN,265.284,3.16,8.127,257.715,-7.569,-2.853,11.232,10.912,0.753,7712.04,0.499,0.269,0.262,0.198,4.627,154.93200000000004,,35.35,70.374,,0.196,6.56,,1.497,2.98,,1.079,0.588,0.509,,0.316,3796.08,3047.115,550.995,,317.849,0.521,0.56,0.256,,0.858,,,,,,,1337.3270000000002,56623.191,1.358,23618000.0,985000000000.0,,,74.7,,
826,826,TWN,2017,Taiwan,Taoyuan,35764526.0,121.301,24.9931,TWN,272.45,2.702,7.167000000000002,266.213,-6.237,-2.289,11.508,11.244000000000002,0.763,7984.49,0.505,,,,4.627,158.089,,40.946,68.789,,0.195,6.6770000000000005,,1.729,2.906,,1.097,0.565,0.5760000000000001,,0.313,3954.17,3115.9040000000005,591.941,,322.476,0.532,0.56,0.266,,0.8370000000000001,,,,,,,,,,23675000.0,,,,76.5,,
827,827,TWN,2016,Taiwan,Yilan,8180556.68,121.76299999999999,24.7309,TWN,265.284,3.16,8.127,257.715,-7.569,-2.853,11.232,10.912,0.753,7712.04,0.499,0.269,0.262,0.198,4.627,154.93200000000004,,35.35,70.374,,0.196,6.56,,1.497,2.98,,1.079,0.588,0.509,,0.316,3796.08,3047.115,550.995,,317.849,0.521,0.56,0.256,,0.858,,,,,,,1337.3270000000002,56623.191,1.358,23618000.0,985000000000.0,,,74.7,,
828,828,TWN,2017,Taiwan,Yilan,8691225.0,121.76299999999999,24.7309,TWN,272.45,2.702,7.167000000000002,266.213,-6.237,-2.289,11.508,11.244000000000002,0.763,7984.49,0.505,,,,4.627,158.089,,40.946,68.789,,0.195,6.6770000000000005,,1.729,2.906,,1.097,0.565,0.5760000000000001,,0.313,3954.17,3115.9040000000005,591.941,,322.476,0.532,0.56,0.266,,0.8370000000000001,,,,,,,,,,23675000.0,,,,76.5,,
829,829,TWN,2018,Taiwan,Yilan,7375284.494,121.76299999999999,24.7309,TWN,273.105,0.24,0.654,273.507,0.402,0.147,11.511,11.528,0.75,8257.595,0.511,,,,4.627,157.817,,41.68,68.98100000000001,,0.195,6.652,,1.757,2.907,,1.08,0.563,0.557,,0.305,4111.987,3184.884,633.621,,327.103,0.5429999999999999,0.56,0.275,,0.8170000000000001,,,,,,,,,,23726000.0,,,,76.6,,
830,830,TWN,2019,Taiwan,Yilan,7437806.670000001,121.76299999999999,24.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,,
831,831,THA,2018,Thailand,Bangkok,47240334.0,100.556,13.7712,THA,292.453,2.136,6.117000000000001,287.036,-5.417000000000002,-1.852,4.212,4.134,0.8029999999999999,6863.69,0.425,,,,16.743,66.915,,82.309,126.486,,0.241,0.964,,1.186,1.822,,0.458,1.032,1.099,,1.105,1271.0839999999996,3616.78,1520.394,,455.431,0.168,0.636,0.6609999999999999,,1.138,,,,,,,,,,69428000.0,,36.4,49.949,67.1,79.0,0.772
832,832,THA,2019,Thailand,Khon Kaen,395192.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,50.692,68.3,,
833,833,THA,2019,Thailand,Mahasarakham,247235.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,50.692,68.3,,
834,834,THA,2019,Thailand,Nakhon Sawan,355621.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,50.692,68.3,,
835,835,THA,2019,Thailand,Patong,287803.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,50.692,68.3,,
836,836,TUR,2014,Turkey,Bornova,758627.0,33.294754100000006,35.2141598,TUR,361.675,4.766,16.455,405.523,43.848,12.123,4.683,5.251,1.026,8420.315,0.5710000000000001,0.219,0.246,0.248,33.472,130.156,0.145,93.528,97.992,6.382999999999999,0.433,1.685,0.002,1.211,1.269,0.083,0.871,0.8340000000000001,1.419,0.04,2.256,3529.01,3048.6040000000007,1101.846,4.364,639.293,0.504,0.586,0.546,0.029,1.872,362.31,4.691,47.6,0.616,32.08,0.415,1458.284,18882.595,0.884,77229000.0,1650000000000.0,41.2,73.077,64.9,54.0,0.7959999999999999
837,837,TUR,2015,Turkey,Bornova,758627.0,33.294754100000006,35.2141598,TUR,381.332,5.435,19.656,416.013,34.681,9.095,4.856,5.297999999999999,1.083,8801.646999999999,0.583,0.222,0.242,0.239,32.619,138.651,0.155,96.419,107.628,5.8610000000000015,0.415,1.766,0.002,1.228,1.371,0.075,0.948,0.903,1.426,0.043,2.2840000000000003,3667.661,3156.233,1198.265,4.518,671.9110000000002,0.513,0.593,0.574,0.029,1.888,369.1,4.7,42.51,0.541,32.93,0.419,1595.537,20317.812,0.928,78529000.0,1720000000000.0,42.9,73.611,63.2,54.0,0.8009999999999999
838,838,TUR,2016,Turkey,Bornova,758627.0,33.294754100000006,35.2141598,TUR,401.24,5.221,19.908,432.3130000000001,31.073,7.744,5.026,5.416,1.139,9202.886,0.596,0.256,0.275,0.239,35.716,151.35299999999995,0.158,91.841,115.883,6.2879999999999985,0.447,1.896,0.002,1.15,1.452,0.079,1.054,0.968,1.3230000000000002,0.043,2.44,3819.014,3272.115,1290.106,4.676,707.627,0.524,0.602,0.599,0.03,1.91,395.95,4.96,44.55,0.5579999999999999,35.18,0.441,1681.505,21064.103,1.071,79828000.0,1570000000000.0,41.9,74.134,62.1,54.0,0.8079999999999999
839,839,TUR,2019,Turkey,Bursa,13176596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,75.63,64.6,,
840,840,TUR,2019,Turkey,Denizli,7502667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,75.63,64.6,,
841,841,TUR,2017,Turkey,Istanbul,47862539.0,28.9784,41.0082,TUR,425.329,6.004,24.089,448.578,23.249,5.466,5.2429999999999986,5.53,1.192,9628.215,0.609,,,,37.272,157.711,0.157,104.739,118.448,7.002000000000002,0.459,1.944,0.002,1.291,1.46,0.086,1.094,0.973,1.472,0.039,2.524,3976.725,3390.563,1394.845,4.833,744.9,0.535,0.61,0.627,0.03,1.934,,,,,,,,,,81116000.0,,41.4,74.64399999999998,65.2,54.0,0.8140000000000001
842,842,TUR,2019,Turkey,Istanbul,52821293.0,28.9784,41.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,75.63,64.6,,
843,843,TUR,2019,Turkey,Izmir,21869346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,75.63,64.6,,
844,844,TUR,2013,Turkey,Kadiovacik,646.7,26.553613000000002,38.3434574,TUR,345.221,-2.388,-8.446,398.96,53.739,15.567,4.547,5.255,0.987,8058.639,0.56,0.221,0.256,0.244,32.995,125.254,0.146,86.684,93.519,6.622999999999998,0.435,1.65,0.002,1.142,1.232,0.087,0.8390000000000001,0.804,1.325,0.042,2.312,3398.8540000000007,2950.613,1008.318,4.218,605.821,0.496,0.58,0.516,0.029,1.854,337.45,4.445,45.88,0.604,32.15,0.423,1413.259,18613.882,0.906,75925000.0,1560000000000.0,40.2,72.531,62.9,54.0,0.785
845,845,TUR,2014,Turkey,Kadiovacik,467.45,26.553613000000002,38.3434574,TUR,361.675,4.766,16.455,405.523,43.848,12.123,4.683,5.251,1.026,8420.315,0.5710000000000001,0.219,0.246,0.248,33.472,130.156,0.145,93.528,97.992,6.382999999999999,0.433,1.685,0.002,1.211,1.269,0.083,0.871,0.8340000000000001,1.419,0.04,2.256,3529.01,3048.6040000000007,1101.846,4.364,639.293,0.504,0.586,0.546,0.029,1.872,362.31,4.691,47.6,0.616,32.08,0.415,1458.284,18882.595,0.884,77229000.0,1650000000000.0,41.2,73.077,64.9,54.0,0.7959999999999999
846,846,TUR,2015,Turkey,Kadiovacik,456.81,26.553613000000002,38.3434574,TUR,381.332,5.435,19.656,416.013,34.681,9.095,4.856,5.297999999999999,1.083,8801.646999999999,0.583,0.222,0.242,0.239,32.619,138.651,0.155,96.419,107.628,5.8610000000000015,0.415,1.766,0.002,1.228,1.371,0.075,0.948,0.903,1.426,0.043,2.2840000000000003,3667.661,3156.233,1198.265,4.518,671.9110000000002,0.513,0.593,0.574,0.029,1.888,369.1,4.7,42.51,0.541,32.93,0.419,1595.537,20317.812,0.928,78529000.0,1720000000000.0,42.9,73.611,63.2,54.0,0.8009999999999999
847,847,TUR,2016,Turkey,Kadiovacik,443.79,26.553613000000002,38.3434574,TUR,401.24,5.221,19.908,432.3130000000001,31.073,7.744,5.026,5.416,1.139,9202.886,0.596,0.256,0.275,0.239,35.716,151.35299999999995,0.158,91.841,115.883,6.2879999999999985,0.447,1.896,0.002,1.15,1.452,0.079,1.054,0.968,1.3230000000000002,0.043,2.44,3819.014,3272.115,1290.106,4.676,707.627,0.524,0.602,0.599,0.03,1.91,395.95,4.96,44.55,0.5579999999999999,35.18,0.441,1681.505,21064.103,1.071,79828000.0,1570000000000.0,41.9,74.134,62.1,54.0,0.8079999999999999
848,848,TUR,2017,Turkey,Kadiovacik,413.0,26.553613000000002,38.3434574,TUR,425.329,6.004,24.089,448.578,23.249,5.466,5.2429999999999986,5.53,1.192,9628.215,0.609,,,,37.272,157.711,0.157,104.739,118.448,7.002000000000002,0.459,1.944,0.002,1.291,1.46,0.086,1.094,0.973,1.472,0.039,2.524,3976.725,3390.563,1394.845,4.833,744.9,0.535,0.61,0.627,0.03,1.934,,,,,,,,,,81116000.0,,41.4,74.64399999999998,65.2,54.0,0.8140000000000001
849,849,TUR,2020,Turkey,Kadkoy,1509302.0,29.0585,40.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,,
850,850,TUR,2019,Turkey,Kocaeli,22769098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,75.63,64.6,,
851,851,TUR,2018,Turkey,Urla,368.0,26.5536,38.3434,TUR,419.195,-1.442,-6.134,433.566,14.371,3.428,5.091,5.266,1.151,10047.41,0.622,,,,37.026,163.245,0.174,95.851,116.106,6.792999999999998,0.45,1.983,0.002,1.164,1.41,0.083,1.117,0.948,1.28,0.041,2.445,4139.97,3506.669000000001,1490.696,5.008,781.926,0.546,0.617,0.648,0.03,1.953,,,,,,,,,,82340000.0,,41.9,75.143,65.4,54.0,0.8170000000000001
852,852,TUR,2019,Turkey,Urla,222.0,26.5536,38.3434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,75.63,64.6,,
853,853,TUR,2020,Turkey,Urla,1050.0,26.5536,38.3434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,,
854,854,UGA,2019,Uganda,Kampala,3055230.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.361,59.7,,
855,855,ARE,2019,United Arab Emirates,Dubai,68091232.0,55.2708,25.2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.789,77.6,,
856,856,GBR,2019,United Kingdom,Bath,766878.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.652,78.9,,
857,857,GBR,2016,United Kingdom,Birmingham,5199.7,-1.902907,52.480174,GBR,399.11,-5.534,-23.381,541.539,142.429,35.687,6.02,8.168,1.133,76697.595,4.966,0.155,0.21,0.177,4.553,47.889,4.525,165.114,174.291,2.737,0.069,0.722,0.068,2.49,2.629,0.041,0.333,1.456,2.379,1.218,0.311,56705.69,12758.533,6362.262,273.574,502.536,7.7810000000000015,2.345,2.952,1.73,1.357,461.54,6.9620000000000015,52.27,0.7879999999999999,28.4,0.428,2250.284,33941.955,0.872,66298000.0,2580000000000.0,34.8,82.88600000000002,76.4,13.0,0.924
